"gene_id"	"hgnc_symbol"	"chromosome_name"	"start_position"	"end_position"	"strand"	"entrezgene_id"
"ENSG00000156265"	"MAP3K7CL"	"21"	30449792	30548210	"+"	56911
"ENSG00000214265"	"SNURF"	"15"	25200181	25245423	"+"	8926
"ENSG00000124225"	"PMEPA1"	"20"	56223448	56286592	"-"	56937
"ENSG00000175806"	"MSRA"	"8"	9911778	10286401	"+"	4482
"ENSG00000172458"	"IL17D"	"13"	21276266	21297237	"+"	53342
"ENSG00000028528"	"SNX1"	"15"	64386322	64438289	"+"	6642
"ENSG00000133460"	"SLC2A11"	"22"	24198890	24228496	"+"	66035
"ENSG00000092439"	"TRPM7"	"15"	50844670	50979012	"-"	54822
"ENSG00000169762"	"TAPT1"	"4"	16162128	16229033	"-"	202018
"ENSG00000150456"	"N6AMT2"	"13"	21302870	21348097	"-"	221143
"ENSG00000265681"	"RPL17"	"18"	47014851	47018906	"-"	100124516
"ENSG00000265681"	"RPL17"	"18"	47014851	47018906	"-"	26791
"ENSG00000265681"	"RPL17"	"18"	47014851	47018906	"-"	26790
"ENSG00000265681"	"RPL17"	"18"	47014851	47018906	"-"	6139
"ENSG00000102096"	"PIM2"	"X"	48770459	48776301	"-"	11040
"ENSG00000101182"	"PSMA7"	"20"	60711791	60718496	"-"	5688
"ENSG00000114062"	"UBE3A"	"15"	25582381	25684128	"-"	7337
"ENSG00000176731"	"C8orf59"	"8"	86126311	86132650	"-"	401466
"ENSG00000156273"	"BACH1"	"21"	30566392	31003071	"+"	100379661
"ENSG00000156273"	"BACH1"	"21"	30566392	31003071	"+"	571
"ENSG00000124237"	"C20orf85"	"20"	56725960	56736206	"+"	128602
"ENSG00000080298"	"RFX3"	"9"	3218297	3526004	"-"	5991
"ENSG00000100979"	"PLTP"	"20"	44527399	44540794	"-"	5360
"ENSG00000137825"	"ITPKA"	"15"	41785591	41795747	"+"	3706
"ENSG00000124227"	"ANKRD60"	"20"	56793551	56803709	"-"	140731
"ENSG00000132953"	"XPO4"	"13"	21351469	21477187	"-"	64328
"ENSG00000186416"	"NKRF"	"X"	118722300	118739858	"-"	55922
"ENSG00000185019"	"UBOX5"	"20"	3088219	3140842	"-"	22888
"ENSG00000068308"	"OTUD5"	"X"	48779305	48815648	"-"	55593
"ENSG00000123908"	"AGO2"	"8"	141541264	141645718	"-"	27161
"ENSG00000187954"	"CYHR1"	"8"	145674965	145691060	"-"	50626
"ENSG00000125931"	"CITED1"	"X"	71521488	71527037	"-"	4435
"ENSG00000240972"	"MIF"	"22"	24236191	24237414	"+"	4282
"ENSG00000141448"	"GATA6"	"18"	19749404	19782491	"+"	2627
"ENSG00000215251"	"FASTKD5"	"20"	3127165	3140543	"-"	60493
"ENSG00000124224"	"PPP4R1L"	"20"	56806188	56884495	"-"	NA
"ENSG00000062524"	"LTK"	"15"	41795836	41806085	"-"	4058
"ENSG00000133433"	"GSTT2B"	"22"	24299601	24303373	"-"	653689
"ENSG00000133433"	"GSTT2B"	"22"	24299601	24303373	"-"	2953
"ENSG00000212710"	"CTAGE1"	"18"	19993564	19997878	"-"	64693
"ENSG00000107249"	"GLIS3"	"9"	3824127	4348392	"-"	169792
"ENSG00000262933"	"CALCA"	"HG873_PATCH"	14988217	14993851	"-"	796
"ENSG00000150457"	"LATS2"	"13"	21547171	21635686	"-"	26524
"ENSG00000099974"	"DDTL"	"22"	24309089	24314721	"+"	100037417
"ENSG00000184647"	"PRSS55"	"8"	10383056	10411676	"+"	203074
"ENSG00000198171"	"DDRGK1"	"20"	3170996	3185331	"-"	65992
"ENSG00000099977"	"DDT"	"22"	24313554	24322660	"-"	100037417
"ENSG00000099977"	"DDT"	"22"	24313554	24322660	"-"	1652
"ENSG00000184402"	"SS18L1"	"20"	60718822	60757540	"+"	26039
"ENSG00000150459"	"SAP18"	"13"	21714653	21723221	"+"	10284
"ENSG00000145321"	"GC"	"4"	72607410	72669758	"-"	2638
"ENSG00000183638"	"RP1L1"	"8"	10463859	10569697	"-"	94137
"ENSG00000099984"	"GSTT2"	"22"	24322339	24326106	"+"	2953
"ENSG00000171060"	"C8orf74"	"8"	10530147	10558103	"+"	203076
"ENSG00000171189"	"GRIK1"	"21"	30909254	31312351	"-"	2897
"ENSG00000125877"	"ITPA"	"20"	3189514	3204516	"+"	3704
"ENSG00000165219"	"GAPVD1"	"9"	128024073	128129486	"+"	26130
"ENSG00000101670"	"LIPG"	"18"	47087069	47119272	"+"	9388
"ENSG00000165480"	"SKA3"	"13"	21727734	21750741	"-"	221150
"ENSG00000171056"	"SOX7"	"8"	10581278	10697357	"-"	83595
"ENSG00000106688"	"SLC1A1"	"9"	4490444	4587469	"+"	6505
"ENSG00000172007"	"RAB33B"	"4"	140374386	140397763	"+"	83452
"ENSG00000184674"	"GSTT1"	"22"	24376133	24384680	"-"	2952
"ENSG00000101773"	"RBBP8"	"18"	20378224	20606451	"+"	5932
"ENSG00000138600"	"SPPL2A"	"15"	50999506	51058005	"-"	84888
"ENSG00000184508"	"HDDC3"	"15"	91474148	91475799	"-"	374659
"ENSG00000124209"	"RAB22A"	"20"	56884752	56942563	"+"	57403
"ENSG00000235754"	"APOM"	"HSCHR6_MHC_SSTO"	31610134	31615927	"+"	55937
"ENSG00000147548"	"WHSC1L1"	"8"	38127215	38239790	"-"	54904
"ENSG00000157734"	"SNX22"	"15"	64443914	64449680	"+"	79856
"ENSG00000183653"	"GRIK1-AS2"	"21"	30968360	31003067	"+"	NA
"ENSG00000185015"	"CA13"	"8"	86132816	86196302	"+"	100507258
"ENSG00000185015"	"CA13"	"8"	86132816	86196302	"+"	377677
"ENSG00000156282"	"CLDN17"	"21"	31538241	31538971	"-"	26285
"ENSG00000173141"	"MRP63"	"13"	21750784	21753223	"+"	78988
"ENSG00000254093"	"PINX1"	"8"	10622473	10697394	"-"	54984
"ENSG00000156284"	"CLDN8"	"21"	31586324	31588391	"-"	9073
"ENSG00000188694"	"KRTAP24-1"	"21"	31653629	31655276	"-"	643803
"ENSG00000167702"	"KIFC2"	"8"	145691426	145699585	"+"	90990
"ENSG00000232263"	"KRTAP25-1"	"21"	31661463	31661832	"-"	100131902
"ENSG00000166965"	"RCCD1"	"15"	91498100	91506349	"+"	91433
"ENSG00000197683"	"KRTAP26-1"	"21"	31691452	31692607	"-"	388818
"ENSG00000166794"	"PPIB"	"15"	64448011	64455404	"-"	5479
"ENSG00000206107"	"KRTAP27-1"	"21"	31709331	31710012	"-"	643812
"ENSG00000186980"	"KRTAP23-1"	"21"	31720717	31720924	"-"	337963
"ENSG00000182816"	"KRTAP13-2"	"21"	31743709	31744557	"-"	337959
"ENSG00000145391"	"SETD7"	"4"	140417095	140527853	"-"	80854
"ENSG00000226103"	"C6orf47"	"HSCHR6_MHC_SSTO"	31616015	31618489	"-"	57827
"ENSG00000198390"	"KRTAP13-1"	"21"	31768392	31769136	"+"	140258
"ENSG00000240432"	"KRTAP13-3"	"21"	31797583	31798286	"-"	337960
"ENSG00000171044"	"XKR6"	"8"	10753555	11058875	"-"	286046
"ENSG00000186971"	"KRTAP13-4"	"21"	31802572	31803216	"+"	284827
"ENSG00000186970"	"KRTAP15-1"	"21"	31812597	31813070	"+"	254950
"ENSG00000170006"	"TMEM154"	"4"	153539784	153601317	"-"	201799
"ENSG00000180776"	"ZDHHC20"	"13"	21950263	22033509	"-"	253832
"ENSG00000184351"	"KRTAP19-1"	"21"	31852018	31852663	"-"	337882
"ENSG00000186965"	"KRTAP19-2"	"21"	31859362	31859755	"-"	337969
"ENSG00000103932"	"RPAP1"	"15"	41809374	41836467	"-"	26015
"ENSG00000124164"	"VAPB"	"20"	56964178	57026157	"+"	9217
"ENSG00000244025"	"KRTAP19-3"	"21"	31863782	31864275	"-"	337970
"ENSG00000186967"	"KRTAP19-4"	"21"	31869142	31869451	"-"	337971
"ENSG00000101181"	"MTG2"	"20"	60758085	60778624	"+"	26164
"ENSG00000186977"	"KRTAP19-5"	"21"	31873975	31874435	"-"	337972
"ENSG00000102057"	"KCND1"	"X"	48818639	48827976	"-"	3750
"ENSG00000186925"	"KRTAP19-6"	"21"	31913854	31914183	"-"	337973
"ENSG00000244362"	"KRTAP19-7"	"21"	31933194	31933633	"-"	337974
"ENSG00000206106"	"KRTAP22-2"	"21"	31962424	31962716	"-"	100288287
"ENSG00000228605"	"GPANK1"	"HSCHR6_MHC_SSTO"	31618946	31624007	"-"	7918
"ENSG00000169989"	"TIGD4"	"4"	153690506	153700916	"-"	201798
"ENSG00000212938"	"KRTAP6-3"	"21"	31964759	31965394	"+"	337968
"ENSG00000106686"	"SPATA6L"	"9"	4553386	4666674	"-"	55064
"ENSG00000186930"	"KRTAP6-2"	"21"	31970909	31971219	"-"	337967
"ENSG00000145348"	"TBCK"	"4"	106962756	107242652	"-"	93627
"ENSG00000186924"	"KRTAP22-1"	"21"	31973414	31973612	"+"	337979
"ENSG00000262145"	"XRCC6BP1"	"HSCHR12_1_CTG2_1"	58335324	58351052	"+"	91419
"ENSG00000184724"	"KRTAP6-1"	"21"	31985750	31986249	"-"	337966
"ENSG00000099991"	"CABIN1"	"22"	24407642	24574596	"+"	23523
"ENSG00000244624"	"KRTAP20-1"	"21"	31988750	31989003	"+"	337975
"ENSG00000206105"	"KRTAP20-4"	"21"	31992946	31993169	"+"	NA
"ENSG00000088836"	"SLC4A11"	"20"	3208063	3219836	"-"	83959
"ENSG00000184032"	"KRTAP20-2"	"21"	32007555	32007938	"+"	337976
"ENSG00000206104"	"KRTAP20-3"	"21"	32015183	32015455	"+"	337985
"ENSG00000231068"	"KRTAP21-3"	"21"	32090843	32091095	"-"	100288323
"ENSG00000206190"	"ATP10A"	"15"	25922420	26110317	"-"	57194
"ENSG00000104643"	"MTMR9"	"8"	11141925	11185646	"+"	66036
"ENSG00000187026"	"KRTAP21-2"	"21"	32119112	32119551	"-"	337978
"ENSG00000165487"	"MICU2"	"13"	22066836	22178353	"-"	221154
"ENSG00000187005"	"KRTAP21-1"	"21"	32127439	32127746	"-"	337977
"ENSG00000183640"	"KRTAP8-1"	"21"	32185016	32185570	"-"	337879
"ENSG00000164113"	"ADAD1"	"4"	123300121	123350957	"+"	132612
"ENSG00000182591"	"KRTAP11-1"	"21"	32252966	32253874	"-"	337880
"ENSG00000206102"	"KRTAP19-8"	"21"	32410478	32410795	"-"	728299
"ENSG00000198901"	"PRC1"	"15"	91509270	91538859	"-"	9055
"ENSG00000262515"	"LPHN3"	"HSCHR4_2_CTG9"	62066976	62959961	"+"	23284
"ENSG00000125354"	"SEPT6"	"X"	118749687	118827333	"-"	23157
"ENSG00000164144"	"ARFIP1"	"4"	153701089	153839615	"+"	27236
"ENSG00000151615"	"POU4F2"	"4"	147560045	147563626	"+"	5458
"ENSG00000235708"	"COL11A2"	"HSCHR6_MHC_MCF"	33300827	33330643	"-"	1302
"ENSG00000205808"	"PPAPDC2"	"9"	4662298	4665256	"+"	403313
"ENSG00000167315"	"ACAA2"	"18"	47309869	47340330	"-"	10449
"ENSG00000198768"	"APCDD1L"	"20"	57034157	57090187	"-"	164284
"ENSG00000183090"	"FREM3"	"4"	144498455	144621828	"-"	166752
"ENSG00000102678"	"FGF9"	"13"	22245522	22278637	"+"	2254
"ENSG00000085871"	"MGST2"	"4"	140586922	140661899	"+"	4258
"ENSG00000182378"	"PLCXD1"	"X"	192989	220023	"+"	55344
"ENSG00000106993"	"CDC37L1"	"9"	4679559	4708398	"+"	55664
"ENSG00000099994"	"SUSD2"	"22"	24577227	24585078	"+"	56241
"ENSG00000262573"	"KRTAP9-2"	"HSCHR17_6_CTG4"	39382879	39383883	"+"	83899
"ENSG00000169744"	"LDB2"	"4"	16503164	16900432	"-"	9079
"ENSG00000262896"	"KRTAP9-4"	"HSCHR17_6_CTG4"	39394569	39395535	"+"	85280
"ENSG00000169118"	"CSNK1G1"	"15"	64457716	64648442	"-"	53944
"ENSG00000156299"	"TIAM1"	"21"	32490734	32932290	"-"	7074
"ENSG00000262594"	"KRTAP9-9"	"HSCHR17_6_CTG4"	39400266	39401246	"+"	81870
"ENSG00000081014"	"AP4E1"	"15"	51200869	51298097	"+"	23431
"ENSG00000102683"	"SGCG"	"13"	23755091	23899304	"+"	6445
"ENSG00000101180"	"HRH3"	"20"	60790026	60795323	"-"	11255
"ENSG00000263263"	"KRTAP9-6"	"HSCHR17_6_CTG4"	39410221	39411523	"+"	100507608
"ENSG00000262221"	"KRTAP9-7"	"HSCHR17_6_CTG4"	39420541	39421579	"+"	100505724
"ENSG00000119487"	"MAPKAP1"	"9"	128199672	128469513	"-"	79109
"ENSG00000262542"	"KRTAP29-1"	"HSCHR17_6_CTG4"	39446708	39447733	"-"	100533177
"ENSG00000137473"	"TTC29"	"4"	147627790	147867034	"-"	83894
"ENSG00000178605"	"GTPBP6"	"X"	220025	230886	"-"	8225
"ENSG00000120251"	"GRIA2"	"4"	158125334	158287227	"+"	2891
"ENSG00000147853"	"AK3"	"9"	4711155	4742043	"-"	50808
"ENSG00000196782"	"MAML3"	"4"	140637907	141075338	"-"	55534
"ENSG00000263014"	"ATP6V1G3"	"HSCHR1_3_CTG31"	198503840	198521562	"-"	127124
"ENSG00000224774"	"CSNK2B"	"HSCHR6_MHC_SSTO"	31622960	31631270	"+"	1460
"ENSG00000160973"	"FOXH1"	"8"	145698795	145701718	"-"	8928
"ENSG00000197465"	"GYPE"	"4"	144792020	144826716	"-"	2996
"ENSG00000073067"	"CYP2W1"	"7"	1022835	1029276	"+"	54905
"ENSG00000167393"	"PPP2R3B"	"X"	294698	347690	"-"	28227
"ENSG00000166206"	"GABRB3"	"15"	26788693	27184686	"-"	2562
"ENSG00000183578"	"TNFAIP8L3"	"15"	51348795	51397473	"-"	388121
"ENSG00000068400"	"GRIPAP1"	"X"	48830134	48858675	"-"	56850
"ENSG00000167306"	"MYO5B"	"18"	47349183	47721463	"-"	4645
"ENSG00000099998"	"GGT5"	"22"	24615622	24641110	"-"	2687
"ENSG00000096150"	"RPS18"	"HSCHR6_MHC_QBL"	33168626	33173129	"+"	6222
"ENSG00000137460"	"FHDC1"	"4"	153857504	153900848	"+"	85462
"ENSG00000166803"	"KIAA0101"	"15"	64657193	64679886	"-"	9768
"ENSG00000142168"	"SOD1"	"21"	33031935	33041244	"+"	6647
"ENSG00000262418"	"PTPRC"	"HSCHR1_3_CTG31"	198619288	198737899	"+"	5788
"ENSG00000146540"	"C7orf50"	"7"	1036622	1177896	"-"	101930223
"ENSG00000146540"	"C7orf50"	"7"	1036622	1177896	"-"	84310
"ENSG00000120158"	"RCL1"	"9"	4792869	4885917	"+"	10171
"ENSG00000184056"	"VPS33B"	"15"	91541646	91565833	"-"	26276
"ENSG00000239497"	"LY6G5B"	"HSCHR6_MHC_SSTO"	31626842	31631270	"+"	58496
"ENSG00000160972"	"PPP1R16A"	"8"	145703352	145727504	"+"	84988
"ENSG00000153130"	"SCOC"	"4"	141178440	141306880	"+"	60592
"ENSG00000185960"	"SHOX"	"X"	585079	620146	"+"	6473
"ENSG00000130703"	"OSBPL2"	"20"	60813580	60871268	"+"	9885
"ENSG00000179934"	"CCR8"	"3"	39371197	39375171	"+"	1237
"ENSG00000151835"	"SACS"	"13"	23902965	24007841	"-"	26278
"ENSG00000140006"	"WDR89"	"14"	64063757	64108579	"-"	112840
"ENSG00000164849"	"GPR146"	"7"	1084212	1098897	"+"	115330
"ENSG00000250361"	"GYPB"	"4"	144917257	145061844	"-"	2994
"ENSG00000111971"	"LY6G5C"	"HSCHR6_MHC_SSTO"	31634408	31641761	"-"	80741
"ENSG00000124222"	"STX16"	"20"	57226328	57254582	"+"	8675
"ENSG00000126821"	"SGPP1"	"14"	64150932	64194757	"-"	81537
"ENSG00000205755"	"CRLF2"	"X"	1314890	1331616	"-"	64109
"ENSG00000144659"	"SLC25A38"	"3"	39424839	39438842	"+"	54977
"ENSG00000109654"	"TRIM2"	"4"	154073494	154260472	"+"	23321
"ENSG00000088854"	"C20orf194"	"20"	3229951	3388272	"-"	25943
"ENSG00000206285"	"B3GALT4"	"HSCHR6_MHC_QBL"	33173759	33175444	"+"	8705
"ENSG00000132164"	"SLC6A11"	"3"	10857885	10982419	"+"	6538
"ENSG00000164125"	"FAM198B"	"4"	159045626	159094470	"-"	51313
"ENSG00000134508"	"CABLES1"	"18"	20714528	20840431	"+"	91768
"ENSG00000206372"	"C2"	"HSCHR6_MHC_QBL"	31855958	31903846	"+"	717
"ENSG00000168028"	"RPSA"	"3"	39448180	39454033	"+"	574040
"ENSG00000168028"	"RPSA"	"3"	39448180	39454033	"+"	6044
"ENSG00000168028"	"RPSA"	"3"	39448180	39454033	"+"	3921
"ENSG00000156304"	"SCAF4"	"21"	33043346	33104388	"-"	57466
"ENSG00000177710"	"SLC35G5"	"8"	11188397	11189717	"+"	646000
"ENSG00000177710"	"SLC35G5"	"8"	11188397	11189717	"+"	83650
"ENSG00000259919"	"GALNT9"	"HG996_PATCH"	132680924	132910380	"-"	50614
"ENSG00000127863"	"TNFRSF19"	"13"	24144509	24250232	"+"	55504
"ENSG00000109471"	"IL2"	"4"	123372625	123377880	"-"	3558
"ENSG00000184608"	"C8orf12"	"8"	11225911	11296167	"+"	83656
"ENSG00000147099"	"HDAC8"	"X"	71549366	71792953	"-"	55869
"ENSG00000100014"	"SPECC1L"	"22"	24666786	24813708	"+"	23384
"ENSG00000167081"	"PBX3"	"9"	128509624	128729656	"+"	5090
"ENSG00000206284"	"WDR46"	"HSCHR6_MHC_QBL"	33175727	33186150	"-"	9277
"ENSG00000100982"	"PCIF1"	"20"	44563267	44576662	"+"	63935
"ENSG00000154319"	"FAM167A"	"8"	11278972	11332224	"-"	83648
"ENSG00000137869"	"CYP19A1"	"15"	51500254	51630807	"-"	1588
"ENSG00000133742"	"CA1"	"8"	86239837	86291243	"-"	759
"ENSG00000164850"	"GPER1"	"7"	1121844	1133451	"+"	2852
"ENSG00000151617"	"EDNRA"	"4"	148402069	148466106	"+"	1909
"ENSG00000096968"	"JAK2"	"9"	4985033	5128183	"+"	3717
"ENSG00000122547"	"EEPD1"	"7"	36192758	36341152	"+"	80820
"ENSG00000230475"	"ABHD16A"	"HSCHR6_MHC_SSTO"	31644674	31661153	"-"	7920
"ENSG00000027001"	"MIPEP"	"13"	24304328	24463558	"-"	4285
"ENSG00000262273"	"PNLIPRP1"	"HG311_PATCH"	118349897	118368687	"+"	5407
"ENSG00000258555"	"SPECC1L-ADORA2A"	"22"	24666866	24838324	"+"	NA
"ENSG00000121211"	"MND1"	"4"	154265801	154336270	"+"	84057
"ENSG00000103671"	"TRIP4"	"15"	64679947	64747502	"+"	9325
"ENSG00000138684"	"IL21"	"4"	123533783	123542224	"-"	59067
"ENSG00000178381"	"ZFAND2A"	"7"	1191707	1200395	"-"	90637
"ENSG00000136573"	"BLK"	"8"	11351510	11422113	"+"	640
"ENSG00000206315"	"PBX2"	"HSCHR6_MHC_QBL"	32110133	32115584	"-"	5089
"ENSG00000128271"	"ADORA2A"	"22"	24813847	24838328	"+"	135
"ENSG00000092445"	"TYRO3"	"15"	41849873	41871536	"+"	7301
"ENSG00000164124"	"TMEM144"	"4"	159122756	159176563	"+"	55314
"ENSG00000153132"	"CLGN"	"4"	141309609	141349122	"-"	1047
"ENSG00000142149"	"HUNK"	"21"	33245628	33416946	"+"	30811
"ENSG00000198026"	"ZNF335"	"20"	44577292	44600833	"-"	63925
"ENSG00000181004"	"BBS12"	"4"	123653857	123666098	"+"	166379
"ENSG00000205863"	"C1QTNF9B"	"13"	24465238	24476794	"-"	387911
"ENSG00000170004"	"CHD3"	"17"	7788124	7816078	"+"	1107
"ENSG00000198223"	"CSF2RA"	"X"	1387693	1429274	"+"	1438
"ENSG00000004660"	"CAMKK1"	"17"	3763609	3798185	"-"	84254
"ENSG00000157103"	"SLC6A1"	"3"	11034410	11080933	"+"	6529
"ENSG00000120210"	"INSL6"	"9"	5131979	5185668	"-"	11172
"ENSG00000180357"	"ZNF609"	"15"	64752941	64978264	"+"	23060
"ENSG00000266292"	"CPA5"	"HG1308_PATCH"	129984656	130008571	"+"	93979
"ENSG00000159055"	"MIS18A"	"21"	33640530	33651380	"-"	54069
"ENSG00000100024"	"UPB1"	"22"	24863206	24924358	"+"	51733
"ENSG00000120211"	"INSL4"	"9"	5231419	5235304	"+"	3641
"ENSG00000138685"	"FGF2"	"4"	123747863	123819391	"+"	2247
"ENSG00000130706"	"ADRM1"	"20"	60877149	60883918	"+"	11047
"ENSG00000136574"	"GATA4"	"8"	11534468	11617511	"+"	2626
"ENSG00000196814"	"MVB12B"	"9"	129089128	129269320	"+"	89853
"ENSG00000186417"	"GLDN"	"15"	51633826	51700210	"+"	342035
"ENSG00000172361"	"CCDC11"	"18"	47753563	47792892	"-"	220136
"ENSG00000151552"	"QDPR"	"4"	17461884	17513857	"-"	5860
"ENSG00000107014"	"RLN2"	"9"	5299868	5304969	"-"	6019
"ENSG00000264509"	"CPA1"	"HG1308_PATCH"	130020180	130027955	"+"	1357
"ENSG00000254995"	"STX16-NPEPL1"	"20"	57226490	57290466	"+"	NA
"ENSG00000170262"	"MRAP"	"21"	33664124	33687095	"+"	56246
"ENSG00000107018"	"RLN1"	"9"	5334969	5339873	"-"	6013
"ENSG00000164853"	"UNCX"	"7"	1272543	1276954	"+"	340260
"ENSG00000134490"	"TMEM241"	"18"	20777108	21017925	"-"	85019
"ENSG00000198062"	"POTEH"	"22"	16256441	16287937	"-"	23784
"ENSG00000262858"	"BPTF"	"HG747_PATCH"	65821640	65980494	"+"	2186
"ENSG00000205693"	"MANSC4"	"12"	27915671	27924209	"-"	100287284
"ENSG00000107020"	"PLGRKT"	"9"	5357973	5437878	"-"	55848
"ENSG00000167701"	"GPT"	"8"	145728356	145732557	"+"	2875
"ENSG00000265594"	"CEP41"	"HG1308_PATCH"	130036375	130082274	"-"	95681
"ENSG00000138867"	"GUCD1"	"22"	24936406	24951903	"-"	83606
"ENSG00000197037"	"ZSCAN25"	"7"	99214569	99230030	"+"	221785
"ENSG00000164168"	"TMEM184C"	"4"	148538534	148593195	"+"	55751
"ENSG00000215641"	"TRIM27"	"HSCHR6_MHC_QBL"	28870783	28891770	"-"	5987
"ENSG00000215440"	"NPEPL1"	"20"	57264187	57294294	"+"	100652930
"ENSG00000215440"	"NPEPL1"	"20"	57264187	57294294	"+"	79716
"ENSG00000142207"	"URB1"	"21"	33683329	33765335	"-"	9875
"ENSG00000241822"	"LY6G6F"	"HSCHR6_MHC_SSTO"	31664595	31675540	"+"	259215
"ENSG00000121210"	"KIAA0922"	"4"	154387498	154557863	"+"	23240
"ENSG00000182957"	"SPATA13"	"13"	24553944	24881212	"+"	221178
"ENSG00000263138"	"MEGF11"	"HSCHR15_1_CTG8"	66187417	66558222	"-"	84465
"ENSG00000108700"	"CCL8"	"17"	32646055	32648421	"+"	6355
"ENSG00000120217"	"CD274"	"9"	5450503	5470566	"+"	29126
"ENSG00000206283"	"PFDN6"	"HSCHR6_MHC_QBL"	33185925	33195021	"+"	102465501
"ENSG00000206283"	"PFDN6"	"HSCHR6_MHC_QBL"	33185925	33195021	"+"	10471
"ENSG00000088812"	"ATRN"	"20"	3451687	3631769	"+"	8455
"ENSG00000226777"	"KIAA0125"	"14"	106383838	106391825	"+"	101926972
"ENSG00000226777"	"KIAA0125"	"14"	106383838	106391825	"+"	9834
"ENSG00000164877"	"MICALL2"	"7"	1468101	1499138	"-"	79778
"ENSG00000136944"	"LMX1B"	"9"	129376722	129463311	"+"	4010
"ENSG00000255394"	"C8orf49"	"8"	11618896	11620309	"+"	NA
"ENSG00000226187"	"LY6G6E"	"HSCHR6_MHC_SSTO"	31670072	31671548	"-"	NA
"ENSG00000206314"	"GPSM3"	"HSCHR6_MHC_QBL"	32116164	32120921	"-"	63940
"ENSG00000163793"	"DNAJC5G"	"2"	27498289	27504367	"+"	285126
"ENSG00000163655"	"GMPS"	"3"	155588325	155661815	"+"	8833
"ENSG00000170917"	"NUDT6"	"4"	123809852	123844123	"-"	11162
"ENSG00000264872"	"MEST"	"HG1308_PATCH"	130126046	130146133	"+"	4232
"ENSG00000130538"	"OR11H1"	"22"	16448824	16449805	"-"	81061
"ENSG00000130538"	"OR11H1"	"22"	16448824	16449805	"-"	79334
"ENSG00000110958"	"PTGES3"	"12"	57057127	57082159	"-"	10728
"ENSG00000165046"	"LETM2"	"8"	38243725	38267045	"+"	137994
"ENSG00000198445"	"CCT8L2"	"22"	17071667	17073700	"-"	150160
"ENSG00000206526"	"C6orf100"	"HSCHR6_MHC_QBL"	28911657	28912317	"+"	NA
"ENSG00000006459"	"KDM7A"	"7"	139784546	139876835	"-"	80853
"ENSG00000100028"	"SNRPD3"	"22"	24951471	25005947	"+"	6634
"ENSG00000197646"	"PDCD1LG2"	"9"	5510545	5571282	"+"	80380
"ENSG00000172967"	"XKR3"	"22"	17264302	17302589	"-"	100996296
"ENSG00000172967"	"XKR3"	"22"	17264302	17302589	"-"	150165
"ENSG00000129055"	"ANAPC13"	"3"	134196548	134205558	"-"	25847
"ENSG00000185291"	"IL3RA"	"X"	1455509	1501578	"+"	3563
"ENSG00000154328"	"NEIL2"	"8"	11627148	11644855	"+"	252969
"ENSG00000169260"	"ZNF311"	"HSCHR6_MHC_QBL"	28962562	28973093	"-"	282890
"ENSG00000185518"	"SV2B"	"15"	91643180	91844539	"+"	9899
"ENSG00000119715"	"ESRRB"	"14"	76776957	76968178	"+"	2103
"ENSG00000235302"	"LY6G6D"	"HSCHR6_MHC_SSTO"	31673092	31675540	"+"	259215
"ENSG00000235302"	"LY6G6D"	"HSCHR6_MHC_SSTO"	31673092	31675540	"+"	58530
"ENSG00000166225"	"FRS2"	"12"	69864129	69973562	"+"	10818
"ENSG00000262564"	"C10orf82"	"HG311_PATCH"	118423208	118429776	"-"	143379
"ENSG00000256073"	"C21orf119"	"21"	33765439	33766254	"+"	NA
"ENSG00000169155"	"ZBTB43"	"9"	129567285	129600489	"+"	23099
"ENSG00000240654"	"C1QTNF9"	"13"	24881304	24896673	"+"	387911
"ENSG00000240654"	"C1QTNF9"	"13"	24881304	24896673	"+"	338872
"ENSG00000165959"	"CLMN"	"14"	95648277	95786243	"-"	79789
"ENSG00000182077"	"PTCHD3"	"10"	27687116	27703297	"-"	374308
"ENSG00000173401"	"GLIPR1L1"	"12"	75728419	75764340	"+"	256710
"ENSG00000056291"	"NPFFR2"	"4"	72897521	73013784	"+"	10886
"ENSG00000179468"	"OR9A2"	"7"	142723245	142724282	"-"	135924
"ENSG00000215568"	"GAB4"	"22"	17442826	17489112	"-"	128954
"ENSG00000092108"	"SCFD1"	"14"	31091318	31205018	"+"	23256
"ENSG00000263052"	"HSPA12A"	"HG311_PATCH"	118430705	118502086	"-"	259217
"ENSG00000163728"	"TTC14"	"3"	180319918	180335616	"+"	151613
"ENSG00000225781"	"OR6V1"	"7"	142749417	142750444	"+"	346517
"ENSG00000087448"	"KLHL42"	"12"	27932953	27955973	"+"	57542
"ENSG00000159763"	"PIP"	"7"	142829170	142836839	"+"	5304
"ENSG00000179387"	"ELMOD2"	"4"	141445312	141474924	"+"	255520
"ENSG00000184361"	"SPATA32"	"17"	43331760	43339479	"-"	124783
"ENSG00000263085"	"C17orf58"	"HG747_PATCH"	65987217	65989765	"-"	284018
"ENSG00000177125"	"ZBTB34"	"9"	129622944	129648157	"+"	403341
"ENSG00000181374"	"CCL13"	"17"	32683471	32685629	"+"	6357
"ENSG00000166979"	"EVA1C"	"21"	33784314	33887707	"+"	59271
"ENSG00000164169"	"PRMT10"	"4"	148558936	148605381	"-"	90826
"ENSG00000206312"	"NOTCH4"	"HSCHR6_MHC_QBL"	32120241	32149468	"-"	4855
"ENSG00000169100"	"SLC25A6"	"X"	1505045	1511617	"-"	293
